field_1,Site,Sample_ID,Date_ddPCR,Sample.type,State,Well,Lab_ID,Target,Concentrat,Status,Experiment,Supermix,DyeName.s.,Accepted_D,Positives.,Negatives.,Concentr_1,Accepted_1,Positive_1,Negative_1,Concentr_2,Accepted_2,Positive_2,Negative_2,freq,Infected,Bd.load_co,Comments.x,GPS,Collection,DOY,Time,Hg_mean,Coloration,Size,Frog_posit,Sex,Male,Weight,SVL,leaf_litte,ground_veg,small_trun,large_trun,fallen_tre,woody,phyto,Type_phyto,Microhab_t,Ambient_te,canopy_ID,canopy_cov,Comments.y,DateTimeS,Elevation,DateTime,Lon,Lat,dist_to_ph,dist_to_tr,coords.x1,coords.x2,distance.y,dist_km,min_spent,hrs_spent,frogs_obse,ind_obs,ind_per_km,Area_m,Area_ha,HFI,scaled_SMI.rob,DNA_ng.ml
159,Mataroni,23-Dt-108,27/07/2023,Frog swab,Wild,F06,DT125,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18907,0,18907,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,572,07/02/2023,38,17:15,1.7,yellow,Large,Next to fallen log,Female,0,9.8,5.02,90,35,1,0,1,30,FALSE,NA,25,25.3,IMG_4108,91.34,,16:52.0,58.033566,02/07/2023 20:16,-52.158521,4.07288,83.99591284,20.3148627,1038022.354,451800.6487,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,1.220466414,2.36
160,Mataroni,23-Dt-108,27/07/2023,Frog swab,Wild,F06,DT125,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18907,0,18907,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,572,07/02/2023,38,17:15,1.7,yellow,Large,Next to fallen log,Female,0,9.8,5.02,90,35,1,0,1,30,FALSE,NA,25,25.3,IMG_4108,91.34,,16:52.0,58.033566,02/07/2023 20:16,-52.158521,4.07288,83.99591284,20.3148627,1038022.354,451800.6487,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,1.220466414,2.36
161,Mataroni,23-Dt-109,27/07/2023,Frog swab,Wild,G06,DT126,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20244,0,20244,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,573,08/02/2023,39,09:15,1.7,yellow,Large,leaf litter,Female,0,8.43,5.13,95,10,2,1,0,20,TRUE,Tree hole (alive),24.5,24.8,IMG_4151,92.78,,21:03.0,63.863941,02/08/2023 12:21,-52.158142,4.072217,13.68143682,36.01813138,1038065.014,451727.356,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,-0.284612008,too low
162,Mataroni,23-Dt-109,27/07/2023,Frog swab,Wild,G06,DT126,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20244,0,20244,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,573,08/02/2023,39,09:15,1.7,yellow,Large,leaf litter,Female,0,8.43,5.13,95,10,2,1,0,20,TRUE,Tree hole (alive),24.5,24.8,IMG_4151,92.78,,21:03.0,63.863941,02/08/2023 12:21,-52.158142,4.072217,13.68143682,36.01813138,1038065.014,451727.356,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,-0.284612008,too low
163,Mataroni,23-Dt-110,27/07/2023,Frog swab,Wild,H06,DT127,Bd,49.41377258,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17140,705,16435,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,49.41377258,,578,08/02/2023,39,10:39,1.7,yellow,Large,On dead wood,Male,1,6.07,4.33,100,5,1,1,1,80,FALSE,NA,24.4,24.9,IMG_4158,92.58,,39:20.0,77.917061,02/08/2023 13:39,-52.154815,4.075155,120.3580916,77.71636221,1038433.654,452055.5006,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.674566737,too low
164,Mataroni,23-Dt-110,27/07/2023,Frog swab,Wild,H06,DT127,RAG1,5.228155136,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,17140,76,17064,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,578,08/02/2023,39,10:39,1.7,yellow,Large,On dead wood,Male,1,6.07,4.33,100,5,1,1,1,80,FALSE,NA,24.4,24.9,IMG_4158,92.58,,39:20.0,77.917061,02/08/2023 13:39,-52.154815,4.075155,120.3580916,77.71636221,1038433.654,452055.5006,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.674566737,too low
165,Mataroni,23-Dt-111,27/07/2023,Frog swab,Wild,A07,DT128,RAG1,0.187201932,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,12570,2,12568,0.436480403,18871,7,18864,NA,NA,NA,NA,2,,NA,,580,08/02/2023,39,11:09,1.7,yellow,Large,On fallen log,Male,1,6.92,4.67,100,5,0,0,2,50,FALSE,NA,24.4,25.3,IMG_4162,95.44,,09:22.0,76.583481,02/08/2023 14:09,-52.153848,4.074917,195.5641928,20.38032003,1038541.529,452029.748,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.124391229,too low
166,Mataroni,23-Dt-111,27/07/2023,Frog swab,Wild,A07,DT128,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,12570,0,12570,0,18871,0,18871,NA,NA,NA,NA,2,No,0,,580,08/02/2023,39,11:09,1.7,yellow,Large,On fallen log,Male,1,6.92,4.67,100,5,0,0,2,50,FALSE,NA,24.4,25.3,IMG_4162,95.44,,09:22.0,76.583481,02/08/2023 14:09,-52.153848,4.074917,195.5641928,20.38032003,1038541.529,452029.748,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.124391229,too low
167,Mataroni,23-Dt-112,27/07/2023,Frog swab,Wild,B07,DT129,RAG1,0.067712486,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,17375,1,17374,1.397610903,18530,22,18508,NA,NA,NA,NA,2,,NA,,582,08/02/2023,39,11:20,1.7,yellow,Large,Leaf litter,Female,0,10.39,5.04,75,5,2,1,0,25,FALSE,NA,24.6,25.4,IMG_4170,92.73,,31:14.0,77.142448,02/08/2023 14:31,-52.153699,4.075139,178.209957,41.85228529,1038557.978,452054.4747,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,1.606390166,too low
168,Mataroni,23-Dt-102,27/07/2023,Frog swab,Wild,H05,DT119,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20825,0,20825,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,549,07/02/2023,38,11:43,1.7,yellow,Large,"Leaf litter, under palm bract",Juvenile,NA,0.59,1.74,80,25,2,0,0,70,FALSE,NA,24.7,25.2,IMG_4069,94.07,Foraging,44:33.0,87.127861,02/07/2023 14:44,-52.157767,4.077107,213.0820478,27.85969247,1038103.521,452270.056,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,NA,3.82
169,Mataroni,23-Dt-103,27/07/2023,Frog swab,Wild,A06,DT120,RAG1,0.2505261,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18786,4,18782,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,550,07/02/2023,38,11:50,1.7,yellow,Large,"Leaf litter, next to fallen log",Female,0,9.45,5.22,70,0,1,0,1,15,FALSE,NA,24.9,25.9,IMG_4074,93.74,,53:46.0,87.3993,02/07/2023 14:53,-52.157807,4.076632,179.6907823,72.12298058,1038099.382,452217.3373,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.155780772,4.72
170,Mataroni,23-Dt-103,27/07/2023,Frog swab,Wild,A06,DT120,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18786,0,18786,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,550,07/02/2023,38,11:50,1.7,yellow,Large,"Leaf litter, next to fallen log",Female,0,9.45,5.22,70,0,1,0,1,15,FALSE,NA,24.9,25.9,IMG_4074,93.74,,53:46.0,87.3993,02/07/2023 14:53,-52.157807,4.076632,179.6907823,72.12298058,1038099.382,452217.3373,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.155780772,4.72
171,Mataroni,23-Dt-104,27/07/2023,Frog swab,Wild,B06,DT121,Bd,0.059766341,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19685,1,19684,0.059939913,19628,1,19627,NA,NA,NA,NA,2,No,0,,552,07/02/2023,38,12:05,1.7,yellow,Large,Leaf litter,Female,0,9.18,5.06,90,5,5,0,0,0,FALSE,NA,24.2,24.6,IMG_4076,95.53,,05:43.0,91.455399,02/07/2023 15:05,-52.157554,4.076353,138.651956,93.0403438,1038127.751,452186.5575,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.557652473,too low
172,Mataroni,23-Dt-104,27/07/2023,Frog swab,Wild,B06,DT121,RAG1,0.179308131,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19685,3,19682,2.820482254,19628,47,19581,NA,NA,NA,NA,2,,NA,,552,07/02/2023,38,12:05,1.7,yellow,Large,Leaf litter,Female,0,9.18,5.06,90,5,5,0,0,0,FALSE,NA,24.2,24.6,IMG_4076,95.53,,05:43.0,91.455399,02/07/2023 15:05,-52.157554,4.076353,138.651956,93.0403438,1038127.751,452186.5575,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.557652473,too low
173,Mataroni,23-Dt-105,27/07/2023,Frog swab,Wild,C06,DT122,Bd,129.6664276,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17478,1824,15654,357.4738464,16666,4367,12299,NA,NA,NA,NA,2,Yes,243.570137,,558,07/02/2023,38,12:53,1.7,yellow,Large,Leaf litter,Female,0,4.08,4.35,95,50,1,1,0,40,FALSE,NA,25.4,25.9,IMG_4087,94.17,Skin leasions,53:13.0,91.843002,02/07/2023 15:53,-52.156784,4.073527,71.48035219,55.97591055,1038215.41,451873.5849,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,-1.810192838,too low
174,Mataroni,23-Dt-115,27/07/2023,Frog swab,Wild,A08,DT138,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20276,0,20276,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,596,09/02/2023,40,09:30,1.7,yellow,Large,Base of tree,Female,0,10.06,5.22,75,35,2,1,0,5,FALSE,NA,24.3,24.3,IMG_4218,91.15,Interacting with 23-Dt-116,34:12.0,74.599281,02/09/2023 12:34,-52.156272,4.074234,92.51173305,18.05549277,1038271.971,451952.356,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.599182462,too low
175,Mataroni,23-Dt-116,27/07/2023,Frog swab,Wild,B08,DT139,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,21430,0,21430,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,597,09/02/2023,40,09:30,1.7,yellow,Large,Base of tree,Male,1,5.82,4.38,75,35,2,1,0,5,FALSE,NA,24.3,24.3,IMG_4218,91.15,Interacting with 23-Dt-115,34:13.0,74.599258,02/09/2023 12:34,-52.156263,4.074238,92.19663783,17.61151815,1038272.97,451952.8058,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.149536628,too low
176,Mataroni,23-Dt-116,27/07/2023,Frog swab,Wild,B08,DT139,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,21430,0,21430,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,597,09/02/2023,40,09:30,1.7,yellow,Large,Base of tree,Male,1,5.82,4.38,75,35,2,1,0,5,FALSE,NA,24.3,24.3,IMG_4218,91.15,Interacting with 23-Dt-115,34:13.0,74.599258,02/09/2023 12:34,-52.156263,4.074238,92.19663783,17.61151815,1038272.97,451952.8058,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.149536628,too low
177,Mataroni,23-Dt-117,27/07/2023,Frog swab,Wild,C08,DT140,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20282,0,20282,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,598,09/02/2023,40,10:05,1.7,yellow,Large,On fallen log,Male,1,6.97,4.72,70,40,0,0,1,70,FALSE,NA,25.2,26.5,IMG_4233,90.17,,03:29.0,62.043362,02/09/2023 13:03,-52.156729,4.074773,51.16783286,6.243382487,1038220.704,452011.841,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,-0.025515812,too low
178,Mataroni,23-Dt-117,27/07/2023,Frog swab,Wild,C08,DT140,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20282,0,20282,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,598,09/02/2023,40,10:05,1.7,yellow,Large,On fallen log,Male,1,6.97,4.72,70,40,0,0,1,70,FALSE,NA,25.2,26.5,IMG_4233,90.17,,03:29.0,62.043362,02/09/2023 13:03,-52.156729,4.074773,51.16783286,6.243382487,1038220.704,452011.841,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,-0.025515812,too low
179,Mataroni,23-Dt-118,27/07/2023,Frog swab,Wild,D08,DT141,RAG1,0.058813237,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20004,1,20003,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,599,09/02/2023,40,10:35,1.7,yellow,Large,Leaf litter,Female,0,10.09,5.23,80,30,3,0,0,5,FALSE,NA,25.3,25.5,IMG_4234,91.4,,38:20.0,40.957497,02/09/2023 13:38,-52.15778,4.074277,123.8784679,89.40618803,1038103.963,451956.1148,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.582383769,too low
180,Mataroni,23-Dt-118,27/07/2023,Frog swab,Wild,D08,DT141,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20004,0,20004,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,599,09/02/2023,40,10:35,1.7,yellow,Large,Leaf litter,Female,0,10.09,5.23,80,30,3,0,0,5,FALSE,NA,25.3,25.5,IMG_4234,91.4,,38:20.0,40.957497,02/09/2023 13:38,-52.15778,4.074277,123.8784679,89.40618803,1038103.963,451956.1148,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.582383769,too low
181,Mataroni,23-Dt-119,27/07/2023,Frog swab,Wild,E08,DT142,Bd,39.79854202,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17527,583,16944,44.45262527,14725,546,14179,NA,NA,NA,NA,2,Yes,42.12558365,High number of droplets but at amplitud lower than positive control,600,09/02/2023,40,10:50,1.7,yellow,Large,Leaf litter,Female,0,7.24,5.01,25,15,3,0,0,0,FALSE,NA,25.2,25.8,IMG_4237,96.43,,54:22.0,41.230732,02/09/2023 13:54,-52.157752,4.07404,98.60840327,99.23371267,1038107.24,451929.8431,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,-0.819713129,too low
182,Mataroni,23-Dt-119,27/07/2023,Frog swab,Wild,E08,DT142,RAG1,3.630254745,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,17527,54,17473,3.600831032,14725,45,14680,NA,NA,NA,NA,2,,NA,,600,09/02/2023,40,10:50,1.7,yellow,Large,Leaf litter,Female,0,7.24,5.01,25,15,3,0,0,0,FALSE,NA,25.2,25.8,IMG_4237,96.43,,54:22.0,41.230732,02/09/2023 13:54,-52.157752,4.07404,98.60840327,99.23371267,1038107.24,451929.8431,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,-0.819713129,too low
183,Mataroni,23-Dt-120,27/07/2023,Frog swab,Wild,F08,DT143,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,17244,0,17244,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,603,09/02/2023,40,11:30,1.7,yellow,Large,Leaf litter,Female,0,8.48,4.89,100,10,2,0,0,75,FALSE,NA,25.1,25.8,IMG_4244,90.14,,31:33.0,74.853729,02/09/2023 14:31,-52.156899,4.072939,61.43588398,57.94906176,1038202.992,451808.2807,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.666945483,too low
184,Mataroni,23-Dt-120,27/07/2023,Frog swab,Wild,F08,DT143,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17244,0,17244,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,603,09/02/2023,40,11:30,1.7,yellow,Large,Leaf litter,Female,0,8.48,4.89,100,10,2,0,0,75,FALSE,NA,25.1,25.8,IMG_4244,90.14,,31:33.0,74.853729,02/09/2023 14:31,-52.156899,4.072939,61.43588398,57.94906176,1038202.992,451808.2807,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.666945483,too low
185,Mataroni,23-Dt-121,01/08/2023,Frog swab,Wild,B02,DT184,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20083,0,20083,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,604,09/02/2023,40,11:35,1.7,yellow,Large,Tree roots,Female,0,7.95,5,75,5,0,2,0,75,FALSE,NA,25.1,25.8,IMG_4245,90.31,,37:44.0,77.662804,02/09/2023 14:37,-52.156798,4.072906,72.91622575,68.89742028,1038214.265,451804.6878,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,-0.205995992,2.6
186,Mataroni,23-Dt-121,01/08/2023,Frog swab,Wild,B02,DT184,RAG1,0.527341962,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20083,9,20074,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,604,09/02/2023,40,11:35,1.7,yellow,Large,Tree roots,Female,0,7.95,5,75,5,0,2,0,75,FALSE,NA,25.1,25.8,IMG_4245,90.31,,37:44.0,77.662804,02/09/2023 14:37,-52.156798,4.072906,72.91622575,68.89742028,1038214.265,451804.6878,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,-0.205995992,2.6
187,Mataroni,23-Dt-122,01/08/2023,Frog swab,Wild,C02,DT185,RAG1,0.182582542,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19332,3,19329,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,605,09/02/2023,40,11:48,1.7,yellow,Large,On dead wood,Male,1,6.42,4.63,70,40,1,0,0,60,FALSE,NA,25.1,25.8,IMG_4244,90.14,,50:08.0,84.298965,02/09/2023 14:50,-52.156785,4.07291,73.94057274,70.36328603,1038215.711,451805.1402,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,-0.217386832,too low
188,Mataroni,23-Dt-122,01/08/2023,Frog swab,Wild,C02,DT185,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19332,0,19332,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,605,09/02/2023,40,11:48,1.7,yellow,Large,On dead wood,Male,1,6.42,4.63,70,40,1,0,0,60,FALSE,NA,25.1,25.8,IMG_4244,90.14,,50:08.0,84.298965,02/09/2023 14:50,-52.156785,4.07291,73.94057274,70.36328603,1038215.711,451805.1402,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,-0.217386832,too low
189,Mataroni,23-Dt-123,01/08/2023,Frog swab,Wild,D02,DT186,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18898,0,18898,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,611,10/02/2023,41,08:45,1.7,yellow,Large,Under fallen log,Male,1,6.35,4.87,80,15,2,0,1,10,FALSE,NA,24.4,24.4,IMG_4316,92.66,Interacting with 23-Dt-124,47:37.0,95.879379,02/10/2023 11:47,-52.156126,4.075376,44.25099772,28.43166365,1038287.471,452079.1366,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,-1.124010612,too low
190,Mataroni,23-Dt-123,01/08/2023,Frog swab,Wild,D02,DT186,RAG1,0.80957675,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,18898,13,18885,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,611,10/02/2023,41,08:45,1.7,yellow,Large,Under fallen log,Male,1,6.35,4.87,80,15,2,0,1,10,FALSE,NA,24.4,24.4,IMG_4316,92.66,Interacting with 23-Dt-124,47:37.0,95.879379,02/10/2023 11:47,-52.156126,4.075376,44.25099772,28.43166365,1038287.471,452079.1366,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,-1.124010612,too low
191,Mataroni,23-Dt-124,01/08/2023,Frog swab,Wild,E02,DT187,RAG1,0.238139883,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19763,4,19759,0.494004041,14292,6,14286,NA,NA,NA,NA,2,,NA,,612,10/02/2023,41,08:46,1.7,yellow,Large,Under fallen log,Female,0,9.47,5.36,80,15,2,0,1,10,FALSE,NA,24.4,24.4,IMG_4316,92.66,Interacting with 23-Dt-123,47:40.0,95.852615,02/10/2023 11:47,-52.156117,4.075368,44.19095041,27.48385884,1038288.479,452078.2552,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,-0.314170506,6.86
192,Mataroni,23-Dt-124,01/08/2023,Frog swab,Wild,E02,DT187,Bd,0.059530456,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19763,1,19762,0.082319602,14292,1,14291,NA,NA,NA,NA,2,No,0,,612,10/02/2023,41,08:46,1.7,yellow,Large,Under fallen log,Female,0,9.47,5.36,80,15,2,0,1,10,FALSE,NA,24.4,24.4,IMG_4316,92.66,Interacting with 23-Dt-123,47:40.0,95.852615,02/10/2023 11:47,-52.156117,4.075368,44.19095041,27.48385884,1038288.479,452078.2552,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,-0.314170506,6.86
193,Mataroni,23-Dt-125,01/08/2023,Frog swab,Wild,F02,DT188,RAG1,0.17410709,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20273,3,20270,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,613,10/02/2023,41,09:20,1.7,yellow,Large,On tree root,Female,0,8.36,4.85,95,15,1,2,0,25,FALSE,NA,24.5,25.3,IMG_4321,91.06,,22:57.0,78.743721,02/10/2023 12:22,-52.156437,4.076992,117.5066389,18.87895729,1038251.748,452258.1915,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.729180085,5.46
194,Mataroni,23-Dt-125,01/08/2023,Frog swab,Wild,F02,DT188,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20273,0,20273,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,613,10/02/2023,41,09:20,1.7,yellow,Large,On tree root,Female,0,8.36,4.85,95,15,1,2,0,25,FALSE,NA,24.5,25.3,IMG_4321,91.06,,22:57.0,78.743721,02/10/2023 12:22,-52.156437,4.076992,117.5066389,18.87895729,1038251.748,452258.1915,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.729180085,5.46
195,Mataroni,23-Dt-126,01/08/2023,Frog swab,Wild,G02,DT189,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19959,0,19959,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,619,10/02/2023,41,10:48,1.7,yellow,Large,NA,Female,0,8.74,5.4,85,0,4,0,1,10,FALSE,NA,24.8,25.6,IMG_4337,95.74,,48:35.0,65.929855,02/10/2023 13:48,-52.154704,4.079293,124.8899299,42.72634977,1038443.251,452514.6063,32367,32,2417,40.28333333,58,52,1.75,145019,15,4.079288006,-0.927301851,4.84
196,Mataroni,23-Dt-126,01/08/2023,Frog swab,Wild,G02,DT189,RAG1,0.1768464,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,19959,3,19956,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,619,10/02/2023,41,10:48,1.7,yellow,Large,NA,Female,0,8.74,5.4,85,0,4,0,1,10,FALSE,NA,24.8,25.6,IMG_4337,95.74,,48:35.0,65.929855,02/10/2023 13:48,-52.154704,4.079293,124.8899299,42.72634977,1038443.251,452514.6063,32367,32,2417,40.28333333,58,52,1.75,145019,15,4.079288006,-0.927301851,4.84
197,Mataroni,23-Dt-127,01/08/2023,Frog swab,Wild,H02,DT190,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20273,0,20273,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,621,10/02/2023,41,12:05,1.7,yellow,Large,Under dead wood,Female,0,9.82,5.5,85,65,2,0,0,35,FALSE,NA,24.9,25.4,IMG_4343,94.7,,08:22.0,80.778381,02/10/2023 15:08,-52.154752,4.076606,23.70356626,25.59435219,1038439.701,452216.5033,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,-0.533081454,4.9
198,Mataroni,23-Dt-127,01/08/2023,Frog swab,Wild,H02,DT190,RAG1,0.17410709,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,20273,3,20270,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,621,10/02/2023,41,12:05,1.7,yellow,Large,Under dead wood,Female,0,9.82,5.5,85,65,2,0,0,35,FALSE,NA,24.9,25.4,IMG_4343,94.7,,08:22.0,80.778381,02/10/2023 15:08,-52.154752,4.076606,23.70356626,25.59435219,1038439.701,452216.5033,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,-0.533081454,4.9
199,Mataroni,23-Dt-128,01/08/2023,Frog swab,Wild,A03,DT191,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16388,0,16388,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,622,10/02/2023,41,15:05,1.7,yellow,Large,On dead wood,Female,0,9.88,5.8,75,30,4,0,1,60,FALSE,NA,25,24.8,IMG_4345,93.65,,05:07.0,76.889023,02/10/2023 18:05,-52.155713,4.07259,59.29112324,33.07561961,1038335.337,451770.3612,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,-1.342414445,5.4
200,Mataroni,23-Dt-128,01/08/2023,Frog swab,Wild,A03,DT191,RAG1,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,16388,0,16388,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,,622,10/02/2023,41,15:05,1.7,yellow,Large,On dead wood,Female,0,9.88,5.8,75,30,4,0,1,60,FALSE,NA,25,24.8,IMG_4345,93.65,,05:07.0,76.889023,02/10/2023 18:05,-52.155713,4.07259,59.29112324,33.07561961,1038335.337,451770.3612,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,-1.342414445,5.4
201,Mataroni,23-Dt-129,01/08/2023,Frog swab,Wild,B03,DT192,RAG1,0.488060832,Manual,DQ,ddPCR Supermix for Probes (No dUTP),HEX,16877,7,16870,1.562551141,18082,24,18058,NA,NA,NA,NA,2,,NA,,625,10/02/2023,41,16:13,1.7,yellow,Large,Leaf litter,Female,0,8.6,4.97,100,30,3,0,0,10,FALSE,NA,24.6,24,IMG_4350,95.8,,17:58.0,88.136719,02/10/2023 19:17,-52.155194,4.075286,98.51222062,33.06734555,1038391.348,452069.7782,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.443841607,4.22
